"block","plot","com","pool","uind","fdiv","light","sp","div","h.slope"
"B1","B1.Ya04","cg","Y","B1.Ya04|i-01","D1","c","cg",1,2
"B1","B1.Ya04","cg","Y","B1.Ya04|i-02","D1","c","cg",1,0.927472527472528
"B1","B1.Ya04","cg","Y","B1.Ya04|i-03","D1","c","cg",1,4.91421568627451
"B1","B1.Ya04","cg","Y","B1.Ya04|i-04","D1","c","cg",1,0
"B1","B1.Ya04","cg","Y","B1.Ya04|i-05","D1","c","cg",1,2.38602941176471
"B1","B1.Ya04","cg","Y","B1.Ya04|i-06","D1","c","cg",1,2.5453431372549
"B1","B1.Ya04","cg","Y","B1.Ya04|i-07","D1","c","cg",1,0.599999999999999
"B1","B1.Ya04","cg","Y","B1.Ya04|i-08","D1","c","cg",1,1.9093137254902
"B1","B1.Ya04","cg","Y","B1.Ya04|i-09","D1","c","cg",1,5.82107843137255
"B1","B1.Ya04","cg","Y","B1.Ya04|i-10","D1","c","cg",1,0.0999999999999994
"B1","B1.Ya04","cg","Y","B1.Ya04|i-11","D1","c","cg",1,1.65686274509804
"B1","B1.Ya04","cg","Y","B1.Ya04|i-12","D1","c","cg",1,NA
"B1","B1.Ya04","cg","Y","B1.Ya04|i-13","D1","c","cg",1,3.57843137254902
"B1","B1.Ya04","cg","Y","B1.Ya04|i-14","D1","c","cg",1,-7.69185074553426e-16
"B1","B1.Ya04","cg","Y","B1.Ya04|i-15","D1","c","cg",1,2.85049019607843
"B1","B1.Ya04","cg","Y","B1.Ya04|i-16","D1","c","cg",1,-0.999999999999998
"B2","B2.Ya04","cg","Y","B2.Ya04|i-01","D1","c","cg",1,1.61559024807528
"B2","B2.Ya04","cg","Y","B2.Ya04|i-02","D1","c","cg",1,1.85416666666667
"B2","B2.Ya04","cg","Y","B2.Ya04|i-03","D1","c","cg",1,NA
"B2","B2.Ya04","cg","Y","B2.Ya04|i-04","D1","c","cg",1,3.01838235294118
"B2","B2.Ya04","cg","Y","B2.Ya04|i-05","D1","c","cg",1,1.05147058823529
"B2","B2.Ya04","cg","Y","B2.Ya04|i-06","D1","c","cg",1,1.25
"B2","B2.Ya04","cg","Y","B2.Ya04|i-07","D1","c","cg",1,3.18872549019608
"B2","B2.Ya04","cg","Y","B2.Ya04|i-08","D1","c","cg",1,0.0549450549450547
"B2","B2.Ya04","cg","Y","B2.Ya04|i-09","D1","c","cg",1,0.499999999999999
"B2","B2.Ya04","cg","Y","B2.Ya04|i-10","D1","c","cg",1,0.575824175824176
"B2","B2.Ya04","cg","Y","B2.Ya04|i-11","D1","c","cg",1,3.44730392156863
"B2","B2.Ya04","cg","Y","B2.Ya04|i-12","D1","c","cg",1,0.85
"B2","B2.Ya04","cg","Y","B2.Ya04|i-13","D1","c","cg",1,0.8
"B2","B2.Ya04","cg","Y","B2.Ya04|i-14","D1","c","cg",1,NA
"B2","B2.Ya04","cg","Y","B2.Ya04|i-15","D1","c","cg",1,3.4210358056266
"B2","B2.Ya04","cg","Y","B2.Ya04|i-16","D1","c","cg",1,3.13970588235294
"B3","B3.Ya04","cg","Y","B3.Ya04|i-01","D1","c","cg",1,1.97303921568627
"B3","B3.Ya04","cg","Y","B3.Ya04|i-02","D1","c","cg",1,1.41421568627451
"B3","B3.Ya04","cg","Y","B3.Ya04|i-03","D1","c","cg",1,3.5796568627451
"B3","B3.Ya04","cg","Y","B3.Ya04|i-04","D1","c","cg",1,7.5
"B3","B3.Ya04","cg","Y","B3.Ya04|i-05","D1","c","cg",1,2.10661764705882
"B3","B3.Ya04","cg","Y","B3.Ya04|i-06","D1","c","cg",1,1.34558823529412
"B3","B3.Ya04","cg","Y","B3.Ya04|i-07","D1","c","cg",1,NA
"B3","B3.Ya04","cg","Y","B3.Ya04|i-08","D1","c","cg",1,NA
"B3","B3.Ya04","cg","Y","B3.Ya04|i-09","D1","c","cg",1,2.17647058823529
"B3","B3.Ya04","cg","Y","B3.Ya04|i-10","D1","c","cg",1,0.95
"B3","B3.Ya04","cg","Y","B3.Ya04|i-11","D1","c","cg",1,1.85553892215569
"B3","B3.Ya04","cg","Y","B3.Ya04|i-12","D1","c","cg",1,0.75
"B3","B3.Ya04","cg","Y","B3.Ya04|i-13","D1","c","cg",1,3
"B3","B3.Ya04","cg","Y","B3.Ya04|i-14","D1","c","cg",1,4.74632352941176
"B3","B3.Ya04","cg","Y","B3.Ya04|i-15","D1","c","cg",1,0.333333333333333
"B3","B3.Ya04","cg","Y","B3.Ya04|i-16","D1","c","cg",1,0.666666666666668
"B4","B4.Ya04","cg","Y","B4.Ya04|i-01","D1","c","cg",1,0.292838874680307
"B4","B4.Ya04","cg","Y","B4.Ya04|i-02","D1","c","cg",1,0.547252747252747
"B4","B4.Ya04","cg","Y","B4.Ya04|i-03","D1","c","cg",1,0.853846153846154
"B4","B4.Ya04","cg","Y","B4.Ya04|i-04","D1","c","cg",1,2.1
"B4","B4.Ya04","cg","Y","B4.Ya04|i-05","D1","c","cg",1,1
"B4","B4.Ya04","cg","Y","B4.Ya04|i-06","D1","c","cg",1,1.3
"B4","B4.Ya04","cg","Y","B4.Ya04|i-07","D1","c","cg",1,2.55164835164835
"B4","B4.Ya04","cg","Y","B4.Ya04|i-08","D1","c","cg",1,1.1
"B4","B4.Ya04","cg","Y","B4.Ya04|i-09","D1","c","cg",1,0.416959578207381
"B4","B4.Ya04","cg","Y","B4.Ya04|i-10","D1","c","cg",1,0.507692307692308
"B4","B4.Ya04","cg","Y","B4.Ya04|i-11","D1","c","cg",1,0.162637362637362
"B4","B4.Ya04","cg","Y","B4.Ya04|i-12","D1","c","cg",1,1.4
"B4","B4.Ya04","cg","Y","B4.Ya04|i-13","D1","c","cg",1,1.75
"B4","B4.Ya04","cg","Y","B4.Ya04|i-14","D1","c","cg",1,0.9
"B4","B4.Ya04","cg","Y","B4.Ya04|i-15","D1","c","cg",1,1.3
"B4","B4.Ya04","cg","Y","B4.Ya04|i-16","D1","c","cg",1,0.566692975532754
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-02","D2","c","cg",2,1.55
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-04","D2","c","cg",2,0.3
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-05","D2","c","cg",2,2.05392156862745
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-07","D2","c","cg",2,4.78676470588235
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-10","D2","c","cg",2,0.249999999999999
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-12","D2","c","cg",2,2.55514705882353
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-13","D2","c","cg",2,-2.5
"B1","B1.Ya07","cg|cl","Y","B1.Ya07|i-15","D2","c","cg",2,-0.999999999999999
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-02","D2","c","cg",2,4.57352941176471
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-04","D2","c","cg",2,2.15
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-05","D2","c","cg",2,NA
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-07","D2","c","cg",2,1.83946078431373
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-10","D2","c","cg",2,4.0625
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-12","D2","c","cg",2,NA
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-13","D2","c","cg",2,1.25
"B1","B1.Ya09","cg|pm","Y","B1.Ya09|i-15","D2","c","cg",2,1
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-02","D2","c","cg",2,1.01348039215686
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-04","D2","c","cg",2,0.786764705882353
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-05","D2","c","cg",2,3.21078431372549
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-07","D2","c","cg",2,-0.250000000000001
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-10","D2","c","cg",2,5.36887254901961
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-12","D2","c","cg",2,-0.257142857142858
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-13","D2","c","cg",2,1.5
"B1","B1.Ya10","cg|dh","Y","B1.Ya10|i-15","D2","c","cg",2,NA
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-03","D2","c","cg",2,NA
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-06","D2","c","cg",2,NA
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-07","D2","c","cg",2,-0.999999999999998
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-08","D2","c","cg",2,0.481318681318681
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-09","D2","c","cg",2,0.676470588235294
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-12","D2","c","cg",2,NA
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-13","D2","c","cg",2,1.77941176470588
"B2","B2.Ya07","cg|cl","Y","B2.Ya07|i-16","D2","c","cg",2,-7.69185074553426e-16
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-01","D2","c","cg",2,0.535539215686275
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-02","D2","c","cg",2,0.5
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-04","D2","c","cg",2,3.06862745098039
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-05","D2","c","cg",2,0.689010989010989
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-10","D2","c","cg",2,0.749999999999999
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-11","D2","c","cg",2,0.90563725490196
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-14","D2","c","cg",2,0.514285714285714
"B2","B2.Ya09","cg|pm","Y","B2.Ya09|i-15","D2","c","cg",2,1.18504901960784
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-01","D2","c","cg",2,NA
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-02","D2","c","cg",2,1
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-04","D2","c","cg",2,-0.999999999999998
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-05","D2","c","cg",2,0.622549019607843
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-10","D2","c","cg",2,1.83627450980392
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-11","D2","c","cg",2,0.333333333333334
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-14","D2","c","cg",2,2.10906862745098
"B2","B2.Ya10","cg|dh","Y","B2.Ya10|i-15","D2","c","cg",2,4.9828431372549
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-01","D2","c","cg",2,0.604411764705882
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-02","D2","c","cg",2,4.00735294117647
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-04","D2","c","cg",2,2.51176470588235
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-05","D2","c","cg",2,1.48823529411765
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-10","D2","c","cg",2,NA
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-11","D2","c","cg",2,NA
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-14","D2","c","cg",2,2.59558823529412
"B3","B3.Ya07","cg|cl","Y","B3.Ya07|i-15","D2","c","cg",2,NA
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-03","D2","c","cg",2,1.5
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-06","D2","c","cg",2,0.249999999999999
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-07","D2","c","cg",2,0.0153452685421995
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-08","D2","c","cg",2,1.55392156862745
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-09","D2","c","cg",2,0.999999999999998
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-12","D2","c","cg",2,6.30882352941176
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-13","D2","c","cg",2,4.23529411764706
"B3","B3.Ya09","cg|pm","Y","B3.Ya09|i-16","D2","c","cg",2,-0.250000000000001
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-03","D2","c","cg",2,2.33088235294118
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-06","D2","c","cg",2,NA
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-07","D2","c","cg",2,NA
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-08","D2","c","cg",2,-0.181372549019608
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-09","D2","c","cg",2,3.43872549019608
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-12","D2","c","cg",2,1.0343137254902
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-13","D2","c","cg",2,4.65441176470588
"B3","B3.Ya10","cg|dh","Y","B3.Ya10|i-16","D2","c","cg",2,2.01225490196078
"B4","B4.Ya07","cg|cl","Y","B4.Ya07|i-01","D2","c","cg",2,1
"B4","B4.Ya07","cg|cl","Y","B4.Ya07|i-02","D2","c","cg",2,-0.321428571428573
"B4","B4.Ya07","cg|cl","Y","B4.Ya07|i-04","D2","c","cg",2,2.51214793389404e-15
"B4","B4.Ya07","cg|cl","Y","B4.Ya07|i-07","D2","c","cg",2,0.9
"B4","B4.Ya07","cg|cl","Y","B4.Ya07|i-09","D2","c","cg",2,0.500000000000003
"B4","B4.Ya07","cg|cl","Y","B4.Ya07|i-11","D2","c","cg",2,-0.499999999999999
"B4","B4.Ya07","cg|cl","Y","B4.Ya07|i-15","D2","c","cg",2,0
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-01","D2","c","cg",2,0.249999999999998
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-02","D2","c","cg",2,1.25607396694702e-15
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-04","D2","c","cg",2,NA
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-07","D2","c","cg",2,0.500000000000001
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-09","D2","c","cg",2,NA
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-11","D2","c","cg",2,0.5
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-12","D2","c","cg",2,NA
"B4","B4.Ya09","cg|pm","Y","B4.Ya09|i-15","D2","c","cg",2,1.22272074659009
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-01","D2","c","cg",2,2.36593406593407
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-02","D2","c","cg",2,-0.25
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-04","D2","c","cg",2,0.904395604395604
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-07","D2","c","cg",2,-0.142857142857143
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-09","D2","c","cg",2,NA
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-11","D2","c","cg",2,0.673076923076923
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-12","D2","c","cg",2,0.548351648351648
"B4","B4.Ya10","cg|dh","Y","B4.Ya10|i-15","D2","c","cg",2,-0.45
"B1","B1.Ya11","cg|cl|dh|pm","Y","B1.Ya11|i-03","D4","c","cg",4,-1.5
"B1","B1.Ya11","cg|cl|dh|pm","Y","B1.Ya11|i-06","D4","c","cg",4,0.862745098039215
"B1","B1.Ya11","cg|cl|dh|pm","Y","B1.Ya11|i-09","D4","c","cg",4,1.19730392156863
"B1","B1.Ya11","cg|cl|dh|pm","Y","B1.Ya11|i-16","D4","c","cg",4,2
"B2","B2.Ya11","cg|cl|dh|pm","Y","B2.Ya11|i-03","D4","c","cg",4,3
"B2","B2.Ya11","cg|cl|dh|pm","Y","B2.Ya11|i-04","D4","c","cg",4,-0.00699300699300741
"B2","B2.Ya11","cg|cl|dh|pm","Y","B2.Ya11|i-06","D4","c","cg",4,NA
"B2","B2.Ya11","cg|cl|dh|pm","Y","B2.Ya11|i-15","D4","c","cg",4,4
"B3","B3.Ya11","cg|cl|dh|pm","Y","B3.Ya11|i-05","D4","c","cg",4,0.3
"B3","B3.Ya11","cg|cl|dh|pm","Y","B3.Ya11|i-09","D4","c","cg",4,4.55882352941176
"B3","B3.Ya11","cg|cl|dh|pm","Y","B3.Ya11|i-10","D4","c","cg",4,2.97794117647059
"B3","B3.Ya11","cg|cl|dh|pm","Y","B3.Ya11|i-14","D4","c","cg",4,NA
"B4","B4.Ya11","cg|cl|dh|pm","Y","B4.Ya11|i-01","D4","c","cg",4,0.499999999999998
"B4","B4.Ya11","cg|cl|dh|pm","Y","B4.Ya11|i-02","D4","c","cg",4,0.901098901098901
"B4","B4.Ya11","cg|cl|dh|pm","Y","B4.Ya11|i-06","D4","c","cg",4,1.15604395604396
"B4","B4.Ya11","cg|cl|dh|pm","Y","B4.Ya11|i-13","D4","c","cg",4,1.62637362637363
"B1","B1.Yb04","cg","Y","B1.Yb04|i-01","D1","s","cg",1,2.0906862745098
"B1","B1.Yb04","cg","Y","B1.Yb04|i-02","D1","s","cg",1,0.441176470588235
"B1","B1.Yb04","cg","Y","B1.Yb04|i-03","D1","s","cg",1,0.449754901960784
"B1","B1.Yb04","cg","Y","B1.Yb04|i-04","D1","s","cg",1,1.4718137254902
"B1","B1.Yb04","cg","Y","B1.Yb04|i-05","D1","s","cg",1,0.950491873396065
"B1","B1.Yb04","cg","Y","B1.Yb04|i-06","D1","s","cg",1,0.607570573139435
"B1","B1.Yb04","cg","Y","B1.Yb04|i-07","D1","s","cg",1,1.75245098039216
"B1","B1.Yb04","cg","Y","B1.Yb04|i-08","D1","s","cg",1,1.66911764705882
"B1","B1.Yb04","cg","Y","B1.Yb04|i-09","D1","s","cg",1,0.568627450980392
"B1","B1.Yb04","cg","Y","B1.Yb04|i-10","D1","s","cg",1,2.26593137254902
"B1","B1.Yb04","cg","Y","B1.Yb04|i-11","D1","s","cg",1,2.08088235294118
"B1","B1.Yb04","cg","Y","B1.Yb04|i-12","D1","s","cg",1,1.31740196078431
"B1","B1.Yb04","cg","Y","B1.Yb04|i-13","D1","s","cg",1,3.63235294117647
"B1","B1.Yb04","cg","Y","B1.Yb04|i-14","D1","s","cg",1,2.79044117647059
"B1","B1.Yb04","cg","Y","B1.Yb04|i-15","D1","s","cg",1,2.83700980392157
"B1","B1.Yb04","cg","Y","B1.Yb04|i-16","D1","s","cg",1,2.48529411764706
"B2","B2.Yb04","cg","Y","B2.Yb04|i-01","D1","s","cg",1,-0.250000000000001
"B2","B2.Yb04","cg","Y","B2.Yb04|i-02","D1","s","cg",1,0.499999999999999
"B2","B2.Yb04","cg","Y","B2.Yb04|i-03","D1","s","cg",1,1.51470588235294
"B2","B2.Yb04","cg","Y","B2.Yb04|i-04","D1","s","cg",1,0.656862745098039
"B2","B2.Yb04","cg","Y","B2.Yb04|i-05","D1","s","cg",1,1.40441176470588
"B2","B2.Yb04","cg","Y","B2.Yb04|i-06","D1","s","cg",1,2.58333333333333
"B2","B2.Yb04","cg","Y","B2.Yb04|i-07","D1","s","cg",1,0.9
"B2","B2.Yb04","cg","Y","B2.Yb04|i-08","D1","s","cg",1,0.5
"B2","B2.Yb04","cg","Y","B2.Yb04|i-09","D1","s","cg",1,1.28553921568627
"B2","B2.Yb04","cg","Y","B2.Yb04|i-10","D1","s","cg",1,0.581812035158891
"B2","B2.Yb04","cg","Y","B2.Yb04|i-11","D1","s","cg",1,0.3
"B2","B2.Yb04","cg","Y","B2.Yb04|i-12","D1","s","cg",1,2.97303921568627
"B2","B2.Yb04","cg","Y","B2.Yb04|i-13","D1","s","cg",1,2.06004901960784
"B2","B2.Yb04","cg","Y","B2.Yb04|i-14","D1","s","cg",1,0.499999999999999
"B2","B2.Yb04","cg","Y","B2.Yb04|i-15","D1","s","cg",1,2.82230392156863
"B2","B2.Yb04","cg","Y","B2.Yb04|i-16","D1","s","cg",1,0.499999999999999
"B3","B3.Yb04","cg","Y","B3.Yb04|i-01","D1","s","cg",1,0.95
"B3","B3.Yb04","cg","Y","B3.Yb04|i-02","D1","s","cg",1,0.837009803921569
"B3","B3.Yb04","cg","Y","B3.Yb04|i-03","D1","s","cg",1,0.613853503184714
"B3","B3.Yb04","cg","Y","B3.Yb04|i-04","D1","s","cg",1,2.18627450980392
"B3","B3.Yb04","cg","Y","B3.Yb04|i-05","D1","s","cg",1,1.08333333333333
"B3","B3.Yb04","cg","Y","B3.Yb04|i-06","D1","s","cg",1,0.606617647058823
"B3","B3.Yb04","cg","Y","B3.Yb04|i-07","D1","s","cg",1,2.4
"B3","B3.Yb04","cg","Y","B3.Yb04|i-08","D1","s","cg",1,NA
"B3","B3.Yb04","cg","Y","B3.Yb04|i-09","D1","s","cg",1,1.01960784313725
"B3","B3.Yb04","cg","Y","B3.Yb04|i-10","D1","s","cg",1,1
"B3","B3.Yb04","cg","Y","B3.Yb04|i-11","D1","s","cg",1,2.34926470588235
"B3","B3.Yb04","cg","Y","B3.Yb04|i-12","D1","s","cg",1,1.84313725490196
"B3","B3.Yb04","cg","Y","B3.Yb04|i-13","D1","s","cg",1,1.13480392156863
"B3","B3.Yb04","cg","Y","B3.Yb04|i-14","D1","s","cg",1,0.8
"B3","B3.Yb04","cg","Y","B3.Yb04|i-15","D1","s","cg",1,2.67769607843137
"B3","B3.Yb04","cg","Y","B3.Yb04|i-16","D1","s","cg",1,0.895833333333333
"B4","B4.Yb04","cg","Y","B4.Yb04|i-01","D1","s","cg",1,0.479873717442778
"B4","B4.Yb04","cg","Y","B4.Yb04|i-02","D1","s","cg",1,0.602197802197802
"B4","B4.Yb04","cg","Y","B4.Yb04|i-03","D1","s","cg",1,0.310989010989011
"B4","B4.Yb04","cg","Y","B4.Yb04|i-04","D1","s","cg",1,0.7
"B4","B4.Yb04","cg","Y","B4.Yb04|i-05","D1","s","cg",1,0.682417582417582
"B4","B4.Yb04","cg","Y","B4.Yb04|i-06","D1","s","cg",1,0.375824175824176
"B4","B4.Yb04","cg","Y","B4.Yb04|i-07","D1","s","cg",1,1.04615384615385
"B4","B4.Yb04","cg","Y","B4.Yb04|i-08","D1","s","cg",1,1.6
"B4","B4.Yb04","cg","Y","B4.Yb04|i-09","D1","s","cg",1,2.1978021978022
"B4","B4.Yb04","cg","Y","B4.Yb04|i-10","D1","s","cg",1,0.500000000000003
"B4","B4.Yb04","cg","Y","B4.Yb04|i-11","D1","s","cg",1,0.286813186813186
"B4","B4.Yb04","cg","Y","B4.Yb04|i-12","D1","s","cg",1,NA
"B4","B4.Yb04","cg","Y","B4.Yb04|i-13","D1","s","cg",1,NA
"B4","B4.Yb04","cg","Y","B4.Yb04|i-14","D1","s","cg",1,0.490118577075099
"B4","B4.Yb04","cg","Y","B4.Yb04|i-15","D1","s","cg",1,1
"B4","B4.Yb04","cg","Y","B4.Yb04|i-16","D1","s","cg",1,0.67193675889328
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-02","D2","s","cg",2,2.25
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-04","D2","s","cg",2,1.40441176470588
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-05","D2","s","cg",2,1.66911764705882
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-07","D2","s","cg",2,1.08455882352941
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-10","D2","s","cg",2,3.36887254901961
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-12","D2","s","cg",2,5.92401960784313
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-13","D2","s","cg",2,2.19852941176471
"B1","B1.Yb07","cg|cl","Y","B1.Yb07|i-15","D2","s","cg",2,1.49632352941176
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-02","D2","s","cg",2,1.44975490196078
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-04","D2","s","cg",2,-0.162057522123894
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-05","D2","s","cg",2,1.77328431372549
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-07","D2","s","cg",2,1.81862745098039
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-10","D2","s","cg",2,1.41544117647059
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-12","D2","s","cg",2,1.67401960784314
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-13","D2","s","cg",2,2.51225490196078
"B1","B1.Yb09","cg|pm","Y","B1.Yb09|i-15","D2","s","cg",2,1.41421568627451
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-02","D2","s","cg",2,0.66421568627451
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-04","D2","s","cg",2,0.892156862745098
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-05","D2","s","cg",2,1.25
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-07","D2","s","cg",2,0.111519607843137
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-10","D2","s","cg",2,NA
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-12","D2","s","cg",2,0.154411764705882
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-13","D2","s","cg",2,1.33333333333333
"B1","B1.Yb10","cg|dh","Y","B1.Yb10|i-15","D2","s","cg",2,1.97254901960784
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-03","D2","s","cg",2,2.37745098039216
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-06","D2","s","cg",2,2.47549019607843
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-07","D2","s","cg",2,0.107843137254902
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-08","D2","s","cg",2,NA
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-09","D2","s","cg",2,1.7843137254902
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-12","D2","s","cg",2,2.53676470588235
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-13","D2","s","cg",2,0.328431372549019
"B2","B2.Yb07","cg|cl","Y","B2.Yb07|i-16","D2","s","cg",2,0.45
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-01","D2","s","cg",2,1.72549019607843
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-02","D2","s","cg",2,0.517156862745098
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-04","D2","s","cg",2,0.954656862745098
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-05","D2","s","cg",2,0.876225490196079
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-10","D2","s","cg",2,1.06617647058823
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-11","D2","s","cg",2,2.23039215686274
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-14","D2","s","cg",2,2.12009803921569
"B2","B2.Yb09","cg|pm","Y","B2.Yb09|i-15","D2","s","cg",2,3.14705882352941
"B2","B2.Yb10","cg|dh","Y","B2.Yb10|i-01","D2","s","cg",2,0.689950980392157
"B2","B2.Yb10","cg|dh","Y","B2.Yb10|i-02","D2","s","cg",2,0.54656862745098
"B2","B2.Yb10","cg|dh","Y","B2.Yb10|i-04","D2","s","cg",2,2.09345661157837e-16
"B2","B2.Yb10","cg|dh","Y","B2.Yb10|i-05","D2","s","cg",2,0.529411764705882
"B2","B2.Yb10","cg|dh","Y","B2.Yb10|i-10","D2","s","cg",2,2.45588235294118
"B2","B2.Yb10","cg|dh","Y","B2.Yb10|i-11","D2","s","cg",2,1.78571428571429
"B2","B2.Yb10","cg|dh","Y","B2.Yb10|i-14","D2","s","cg",2,3.44285714285714
