"block","plot","com","pool","uind","fdiv","light","sp","div","h.slope"
"B4","B4.Xa02","ed","X","B4.Xa02|i-09","D1","c","ed",1,8.98461538461538
"B4","B4.Xa02","ed","X","B4.Xa02|i-10","D1","c","ed",1,8.04505494505494
"B4","B4.Xa02","ed","X","B4.Xa02|i-11","D1","c","ed",1,4.2043956043956
"B4","B4.Xa02","ed","X","B4.Xa02|i-12","D1","c","ed",1,7.19340659340659
"B4","B4.Xa02","ed","X","B4.Xa02|i-13","D1","c","ed",1,8.75824175824176
"B4","B4.Xa02","ed","X","B4.Xa02|i-14","D1","c","ed",1,8.4989010989011
"B4","B4.Xa02","ed","X","B4.Xa02|i-15","D1","c","ed",1,4.52967032967033
"B4","B4.Xa02","ed","X","B4.Xa02|i-16","D1","c","ed",1,7.40879120879121
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-01","D2","c","ed",2,8.28676470588235
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-03","D2","c","ed",2,7.94852941176471
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-06","D2","c","ed",2,-1.23069611928548e-14
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-08","D2","c","ed",2,8.20220588235294
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-09","D2","c","ed",2,7.24509803921568
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-11","D2","c","ed",2,6.4828431372549
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-14","D2","c","ed",2,6.93627450980392
"B1","B1.Xa05","ed|ss","X","B1.Xa05|i-16","D2","c","ed",2,-1
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-01","D2","c","ed",2,4.68382352941176
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-03","D2","c","ed",2,0.732843137254902
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-06","D2","c","ed",2,4.60294117647059
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-08","D2","c","ed",2,6.30269607843137
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-09","D2","c","ed",2,6.01838235294118
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-11","D2","c","ed",2,6.6421568627451
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-14","D2","c","ed",2,4.30637254901961
"B1","B1.Xa08","ch|ed","X","B1.Xa08|i-16","D2","c","ed",2,6.14583333333333
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-01","D2","c","ed",2,1.62009803921569
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-03","D2","c","ed",2,4.46078431372549
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-06","D2","c","ed",2,4.60171568627451
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-08","D2","c","ed",2,6.15441176470588
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-09","D2","c","ed",2,6.27328431372549
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-11","D2","c","ed",2,4.92647058823529
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-14","D2","c","ed",2,4.86519607843137
"B1","B1.Xa09","ed|qs","X","B1.Xa09|i-16","D2","c","ed",2,4.88235294117647
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-03","D2","c","ed",2,6.56862745098039
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-06","D2","c","ed",2,7.65441176470588
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-07","D2","c","ed",2,6.66176470588235
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-08","D2","c","ed",2,8.93872549019608
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-09","D2","c","ed",2,7.25735294117647
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-12","D2","c","ed",2,8.96200980392157
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-13","D2","c","ed",2,8.77083333333333
"B2","B2.Xa05","ed|ss","X","B2.Xa05|i-16","D2","c","ed",2,8.95588235294117
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-03","D2","c","ed",2,7.28063725490196
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-06","D2","c","ed",2,7.48529411764706
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-07","D2","c","ed",2,7.90563725490196
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-08","D2","c","ed",2,8.75490196078431
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-09","D2","c","ed",2,5.62745098039216
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-12","D2","c","ed",2,6.55147058823529
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-13","D2","c","ed",2,7.18382352941176
"B2","B2.Xa08","ch|ed","X","B2.Xa08|i-16","D2","c","ed",2,7.53431372549019
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-01","D2","c","ed",2,7.79901960784314
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-02","D2","c","ed",2,8.59803921568627
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-04","D2","c","ed",2,6.29166666666667
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-05","D2","c","ed",2,9.33455882352941
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-10","D2","c","ed",2,7.61029411764706
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-11","D2","c","ed",2,6.14950980392157
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-14","D2","c","ed",2,6.68872549019608
"B2","B2.Xa09","ed|qs","X","B2.Xa09|i-15","D2","c","ed",2,4.16666666666666
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-01","D2","c","ed",2,3.82598039215686
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-02","D2","c","ed",2,7.16789215686274
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-04","D2","c","ed",2,7.16666666666666
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-05","D2","c","ed",2,5.5625
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-10","D2","c","ed",2,5.49509803921569
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-11","D2","c","ed",2,5.66666666666666
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-14","D2","c","ed",2,6.77573529411765
"B3","B3.Xa05","ed|ss","X","B3.Xa05|i-15","D2","c","ed",2,5.54901960784314
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-03","D2","c","ed",2,8.22426470588235
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-06","D2","c","ed",2,10.8455882352941
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-07","D2","c","ed",2,6.11274509803921
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-08","D2","c","ed",2,8.95588235294118
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-09","D2","c","ed",2,9.17279411764706
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-12","D2","c","ed",2,8.87990196078431
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-13","D2","c","ed",2,8.86274509803922
"B3","B3.Xa08","ch|ed","X","B3.Xa08|i-16","D2","c","ed",2,7.79166666666667
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-01","D2","c","ed",2,9.1703431372549
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-02","D2","c","ed",2,5.27573529411765
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-04","D2","c","ed",2,8.54901960784314
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-05","D2","c","ed",2,5.99509803921569
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-10","D2","c","ed",2,11.1789215686274
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-11","D2","c","ed",2,8.29656862745098
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-14","D2","c","ed",2,9.08333333333333
"B3","B3.Xa09","ed|qs","X","B3.Xa09|i-15","D2","c","ed",2,11.2328431372549
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-01","D2","c","ed",2,5.64175824175824
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-02","D2","c","ed",2,5.05934065934066
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-04","D2","c","ed",2,6.69450549450549
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-07","D2","c","ed",2,5.98461538461538
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-09","D2","c","ed",2,3.84505494505494
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-11","D2","c","ed",2,5.81098901098901
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-12","D2","c","ed",2,7.80879120879121
"B4","B4.Xa05","ed|ss","X","B4.Xa05|i-15","D2","c","ed",2,8.00989010989011
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-03","D2","c","ed",2,5.6989010989011
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-05","D2","c","ed",2,9.99120879120879
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-06","D2","c","ed",2,1.91457286432161
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-08","D2","c","ed",2,9.22417582417582
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-10","D2","c","ed",2,8.21758241758242
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-13","D2","c","ed",2,6.19340659340659
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-14","D2","c","ed",2,7.82637362637363
"B4","B4.Xa08","ch|ed","X","B4.Xa08|i-16","D2","c","ed",2,6.68131868131868
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-03","D2","c","ed",2,5.23296703296703
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-05","D2","c","ed",2,6.33406593406593
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-06","D2","c","ed",2,4.98241758241758
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-08","D2","c","ed",2,6.18461538461538
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-10","D2","c","ed",2,6.91868131868132
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-13","D2","c","ed",2,5.92747252747252
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-14","D2","c","ed",2,7.3978021978022
"B4","B4.Xa09","ed|qs","X","B4.Xa09|i-16","D2","c","ed",2,7.32087912087912
"B1","B1.Xa11","ch|ed|qs|ss","X","B1.Xa11|i-02","D4","c","ed",4,7.37745098039216
"B1","B1.Xa11","ch|ed|qs|ss","X","B1.Xa11|i-07","D4","c","ed",4,3.97426470588235
"B1","B1.Xa11","ch|ed|qs|ss","X","B1.Xa11|i-12","D4","c","ed",4,8.99877450980392
"B1","B1.Xa11","ch|ed|qs|ss","X","B1.Xa11|i-13","D4","c","ed",4,7.12009803921569
"B1","B1.Xa11","ch|ed|qs|ss","X","B1.Xa11|i-16","D4","c","ed",4,5.38725490196079
"B2","B2.Xa11","ch|ed|qs|ss","X","B2.Xa11|i-05","D4","c","ed",4,4.55759803921569
"B2","B2.Xa11","ch|ed|qs|ss","X","B2.Xa11|i-10","D4","c","ed",4,3.03676470588235
"B2","B2.Xa11","ch|ed|qs|ss","X","B2.Xa11|i-14","D4","c","ed",4,4.65441176470588
"B2","B2.Xa11","ch|ed|qs|ss","X","B2.Xa11|i-16","D4","c","ed",4,5.83210784313725
"B3","B3.Xa11","ch|ed|qs|ss","X","B3.Xa11|i-05","D4","c","ed",4,6.83823529411765
"B3","B3.Xa11","ch|ed|qs|ss","X","B3.Xa11|i-09","D4","c","ed",4,7.82843137254902
"B3","B3.Xa11","ch|ed|qs|ss","X","B3.Xa11|i-10","D4","c","ed",4,8.31617647058824
"B3","B3.Xa11","ch|ed|qs|ss","X","B3.Xa11|i-14","D4","c","ed",4,5.63235294117647
"B4","B4.Xa11","ch|ed|qs|ss","X","B4.Xa11|i-03","D4","c","ed",4,5.36813186813187
"B4","B4.Xa11","ch|ed|qs|ss","X","B4.Xa11|i-07","D4","c","ed",4,5.30879120879121
"B4","B4.Xa11","ch|ed|qs|ss","X","B4.Xa11|i-08","D4","c","ed",4,7.26813186813187
"B4","B4.Xa11","ch|ed|qs|ss","X","B4.Xa11|i-15","D4","c","ed",4,3.75164835164835
"B1","B1.Xb02","ed","X","B1.Xb02|i-01","D1","s","ed",1,9.85906862745098
"B1","B1.Xb02","ed","X","B1.Xb02|i-02","D1","s","ed",1,7.22058823529412
"B1","B1.Xb02","ed","X","B1.Xb02|i-03","D1","s","ed",1,11.1850490196078
"B1","B1.Xb02","ed","X","B1.Xb02|i-04","D1","s","ed",1,6.29289215686274
"B1","B1.Xb02","ed","X","B1.Xb02|i-05","D1","s","ed",1,8.59558823529411
"B1","B1.Xb02","ed","X","B1.Xb02|i-06","D1","s","ed",1,5.65686274509804
"B1","B1.Xb02","ed","X","B1.Xb02|i-07","D1","s","ed",1,10.844362745098
"B1","B1.Xb02","ed","X","B1.Xb02|i-08","D1","s","ed",1,5.74754901960784
"B1","B1.Xb02","ed","X","B1.Xb02|i-09","D1","s","ed",1,11.0147058823529
"B1","B1.Xb02","ed","X","B1.Xb02|i-10","D1","s","ed",1,10.9771805273834
"B1","B1.Xb02","ed","X","B1.Xb02|i-11","D1","s","ed",1,3.86642156862745
"B1","B1.Xb02","ed","X","B1.Xb02|i-12","D1","s","ed",1,10.3235294117647
"B1","B1.Xb02","ed","X","B1.Xb02|i-13","D1","s","ed",1,6.83210784313725
"B1","B1.Xb02","ed","X","B1.Xb02|i-14","D1","s","ed",1,3.80024509803922
"B1","B1.Xb02","ed","X","B1.Xb02|i-15","D1","s","ed",1,6.99877450980392
"B1","B1.Xb02","ed","X","B1.Xb02|i-16","D1","s","ed",1,10.4387254901961
"B2","B2.Xb02","ed","X","B2.Xb02|i-01","D1","s","ed",1,5.17647058823529
"B2","B2.Xb02","ed","X","B2.Xb02|i-02","D1","s","ed",1,3.50367647058823
"B2","B2.Xb02","ed","X","B2.Xb02|i-03","D1","s","ed",1,10.0637254901961
"B2","B2.Xb02","ed","X","B2.Xb02|i-04","D1","s","ed",1,9.1139705882353
"B2","B2.Xb02","ed","X","B2.Xb02|i-05","D1","s","ed",1,6.72794117647059
"B2","B2.Xb02","ed","X","B2.Xb02|i-06","D1","s","ed",1,4.78186274509804
"B2","B2.Xb02","ed","X","B2.Xb02|i-07","D1","s","ed",1,5.17401960784314
"B2","B2.Xb02","ed","X","B2.Xb02|i-08","D1","s","ed",1,6.95833333333333
"B2","B2.Xb02","ed","X","B2.Xb02|i-09","D1","s","ed",1,4.64950980392157
"B2","B2.Xb02","ed","X","B2.Xb02|i-10","D1","s","ed",1,10.7058823529412
"B2","B2.Xb02","ed","X","B2.Xb02|i-11","D1","s","ed",1,4.18627450980392
"B2","B2.Xb02","ed","X","B2.Xb02|i-12","D1","s","ed",1,7.27328431372549
"B2","B2.Xb02","ed","X","B2.Xb02|i-13","D1","s","ed",1,1.96691176470588
"B2","B2.Xb02","ed","X","B2.Xb02|i-14","D1","s","ed",1,2.61397058823529
"B2","B2.Xb02","ed","X","B2.Xb02|i-15","D1","s","ed",1,6.79656862745098
"B2","B2.Xb02","ed","X","B2.Xb02|i-16","D1","s","ed",1,9.83333333333333
"B3","B3.Xb02","ed","X","B3.Xb02|i-01","D1","s","ed",1,11.5098039215686
"B3","B3.Xb02","ed","X","B3.Xb02|i-02","D1","s","ed",1,10.1666666666667
"B3","B3.Xb02","ed","X","B3.Xb02|i-03","D1","s","ed",1,10.6372549019608
"B3","B3.Xb02","ed","X","B3.Xb02|i-04","D1","s","ed",1,6.51593137254902
"B3","B3.Xb02","ed","X","B3.Xb02|i-05","D1","s","ed",1,7.18627450980392
"B3","B3.Xb02","ed","X","B3.Xb02|i-06","D1","s","ed",1,8.41053921568627
"B3","B3.Xb02","ed","X","B3.Xb02|i-07","D1","s","ed",1,5.8578431372549
"B3","B3.Xb02","ed","X","B3.Xb02|i-08","D1","s","ed",1,9.68382352941176
"B3","B3.Xb02","ed","X","B3.Xb02|i-09","D1","s","ed",1,10.8676470588235
"B3","B3.Xb02","ed","X","B3.Xb02|i-10","D1","s","ed",1,1.89583333333333
"B3","B3.Xb02","ed","X","B3.Xb02|i-11","D1","s","ed",1,9.68382352941176
"B3","B3.Xb02","ed","X","B3.Xb02|i-12","D1","s","ed",1,8.9485294117647
"B3","B3.Xb02","ed","X","B3.Xb02|i-13","D1","s","ed",1,11.1176470588235
"B3","B3.Xb02","ed","X","B3.Xb02|i-14","D1","s","ed",1,6.94607843137255
"B3","B3.Xb02","ed","X","B3.Xb02|i-15","D1","s","ed",1,11.6446078431373
"B3","B3.Xb02","ed","X","B3.Xb02|i-16","D1","s","ed",1,12.1763067343929
"B4","B4.Xb02","ed","X","B4.Xb02|i-01","D1","s","ed",1,9.05384615384615
"B4","B4.Xb02","ed","X","B4.Xb02|i-02","D1","s","ed",1,7.06373626373626
"B4","B4.Xb02","ed","X","B4.Xb02|i-03","D1","s","ed",1,8.91428571428571
"B4","B4.Xb02","ed","X","B4.Xb02|i-04","D1","s","ed",1,7.06153846153846
"B4","B4.Xb02","ed","X","B4.Xb02|i-05","D1","s","ed",1,8.11208791208791
"B4","B4.Xb02","ed","X","B4.Xb02|i-06","D1","s","ed",1,3.85934065934066
"B4","B4.Xb02","ed","X","B4.Xb02|i-07","D1","s","ed",1,6.78681318681318
"B4","B4.Xb02","ed","X","B4.Xb02|i-08","D1","s","ed",1,10.5175824175824
"B4","B4.Xb02","ed","X","B4.Xb02|i-09","D1","s","ed",1,8.67472527472527
"B4","B4.Xb02","ed","X","B4.Xb02|i-10","D1","s","ed",1,6.52307692307692
"B4","B4.Xb02","ed","X","B4.Xb02|i-11","D1","s","ed",1,7.8021978021978
"B4","B4.Xb02","ed","X","B4.Xb02|i-12","D1","s","ed",1,7.45164835164835
"B4","B4.Xb02","ed","X","B4.Xb02|i-13","D1","s","ed",1,5.92307692307692
"B4","B4.Xb02","ed","X","B4.Xb02|i-14","D1","s","ed",1,3.53406593406593
"B4","B4.Xb02","ed","X","B4.Xb02|i-15","D1","s","ed",1,10.967032967033
"B4","B4.Xb02","ed","X","B4.Xb02|i-16","D1","s","ed",1,5.57582417582418
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-01","D2","s","ed",2,9.75
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-03","D2","s","ed",2,8.51470588235294
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-06","D2","s","ed",2,9.30392156862745
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-08","D2","s","ed",2,7.39460784313725
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-09","D2","s","ed",2,4.31862745098039
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-11","D2","s","ed",2,8.47303921568627
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-14","D2","s","ed",2,8.3578431372549
"B1","B1.Xb05","ed|ss","X","B1.Xb05|i-16","D2","s","ed",2,10.1544117647059
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-01","D2","s","ed",2,11.5367647058823
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-03","D2","s","ed",2,11.3149509803922
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-06","D2","s","ed",2,11.5024509803922
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-08","D2","s","ed",2,10.656862745098
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-09","D2","s","ed",2,10.4325980392157
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-11","D2","s","ed",2,11.0392156862745
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-14","D2","s","ed",2,12.125
"B1","B1.Xb08","ch|ed","X","B1.Xb08|i-16","D2","s","ed",2,10.375
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-01","D2","s","ed",2,6.02696078431373
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-03","D2","s","ed",2,9.55882352941176
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-06","D2","s","ed",2,9.96323529411765
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-08","D2","s","ed",2,8.17156862745098
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-09","D2","s","ed",2,10.9509803921569
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-11","D2","s","ed",2,10.7892156862745
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-14","D2","s","ed",2,6.14950980392157
"B1","B1.Xb09","ed|qs","X","B1.Xb09|i-16","D2","s","ed",2,6.41421568627451
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-03","D2","s","ed",2,7.72794117647059
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-06","D2","s","ed",2,10.2095588235294
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-07","D2","s","ed",2,10.1041666666667
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-08","D2","s","ed",2,11.6372549019608
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-09","D2","s","ed",2,8.27205882352941
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-12","D2","s","ed",2,11.8235294117647
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-13","D2","s","ed",2,8.17769607843137
"B2","B2.Xb05","ed|ss","X","B2.Xb05|i-16","D2","s","ed",2,12.2904411764706
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-03","D2","s","ed",2,9.80882352941176
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-06","D2","s","ed",2,8.54901960784314
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-07","D2","s","ed",2,6.00980392156863
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-08","D2","s","ed",2,11.1029411764706
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-09","D2","s","ed",2,8.76470588235294
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-12","D2","s","ed",2,10.9485294117647
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-13","D2","s","ed",2,11.1838235294118
"B2","B2.Xb08","ch|ed","X","B2.Xb08|i-16","D2","s","ed",2,8.62009803921569
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-01","D2","s","ed",2,4.75612745098039
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-02","D2","s","ed",2,0.915287563493364
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-04","D2","s","ed",2,3.27450980392157
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-05","D2","s","ed",2,1.66176470588235
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-10","D2","s","ed",2,5.375
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-11","D2","s","ed",2,4.88725490196078
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-14","D2","s","ed",2,2.71936274509804
"B2","B2.Xb09","ed|qs","X","B2.Xb09|i-15","D2","s","ed",2,5.56127450980392
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-01","D2","s","ed",2,9.89705882352941
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-02","D2","s","ed",2,10.5742647058824
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-04","D2","s","ed",2,9.24019607843137
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-05","D2","s","ed",2,10.2573529411765
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-10","D2","s","ed",2,9.62990196078431
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-11","D2","s","ed",2,3.33823529411765
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-14","D2","s","ed",2,3.77450980392157
"B3","B3.Xb05","ed|ss","X","B3.Xb05|i-15","D2","s","ed",2,11.0147058823529
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-03","D2","s","ed",2,4.01651052065735
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-06","D2","s","ed",2,6.44485294117647
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-07","D2","s","ed",2,3.85294117647059
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-08","D2","s","ed",2,8.44852941176471
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-09","D2","s","ed",2,10.2083333333333
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-12","D2","s","ed",2,10.1200980392157
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-13","D2","s","ed",2,10.1789215686274
"B3","B3.Xb08","ch|ed","X","B3.Xb08|i-16","D2","s","ed",2,9.09436274509804
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-01","D2","s","ed",2,10.140931372549
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-02","D2","s","ed",2,8.79779411764706
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-04","D2","s","ed",2,6.06127450980392
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-05","D2","s","ed",2,6.75490196078431
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-10","D2","s","ed",2,11.7634803921569
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-11","D2","s","ed",2,10.6286764705882
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-14","D2","s","ed",2,4.42892156862745
"B3","B3.Xb09","ed|qs","X","B3.Xb09|i-15","D2","s","ed",2,8.59681372549019
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-01","D2","s","ed",2,7.69010989010989
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-02","D2","s","ed",2,10.9538461538462
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-04","D2","s","ed",2,11.6725274725275
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-07","D2","s","ed",2,9.23406593406594
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-09","D2","s","ed",2,6.77582417582417
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-11","D2","s","ed",2,6.61318681318681
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-12","D2","s","ed",2,10.8461538461538
"B4","B4.Xb05","ed|ss","X","B4.Xb05|i-15","D2","s","ed",2,12.0725274725275
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-03","D2","s","ed",2,8.31978021978022
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-05","D2","s","ed",2,9.37362637362637
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-06","D2","s","ed",2,8.28021978021978
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-08","D2","s","ed",2,8.9
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-10","D2","s","ed",2,6.77692307692308
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-13","D2","s","ed",2,8.22417582417582
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-14","D2","s","ed",2,8.43956043956044
"B4","B4.Xb08","ch|ed","X","B4.Xb08|i-16","D2","s","ed",2,3.25714285714286
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-03","D2","s","ed",2,3.73186813186813
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-05","D2","s","ed",2,2.62307692307692
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-06","D2","s","ed",2,4.23076923076923
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-08","D2","s","ed",2,3.95384615384615
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-10","D2","s","ed",2,8.97582417582417
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-13","D2","s","ed",2,7.32307692307692
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-14","D2","s","ed",2,4.07912087912088
"B4","B4.Xb09","ed|qs","X","B4.Xb09|i-16","D2","s","ed",2,9.92967032967033
"B1","B1.Xb11","ch|ed|qs|ss","X","B1.Xb11|i-02","D4","s","ed",4,9.10906862745098
